user_id,recommended_items
16228,1895272 931519 2775160 1086695 266412
16874,479344 1244196 931519 2047542 1550605
16971,2795800 266412 479344 1244196 1895272
18097,2047542 2775160 2348573 915508 931519
18564,1086695 1895272 1550605 479344 2148901
18796,2487208 479344 1086695 2148901 2775160
18994,1717731 266412 2795800 1706622 2579533
19544,1086695 2579533 266412 1201171 1895272
19679,266412 1550605 2795800 2047542 2148901
19704,2579533 1706622 1717731 479344 2487208
20101,2750191 915508 2487208 1201171 1086695
20679,2750191 2348573 2775160 1086695 1244196
20815,2750191 2348573 266412 931519 1244196
20979,2750191 1550605 2348573 2579533 2148901
21195,2795800 1086695 1550605 1895272 2348573
21324,2775160 365608 2795800 2348573 1201171
21578,2750191 365608 2148901 479344 2047542
21627,2579533 915508 1895272 2047542 266412
21663,2487208 1550605 2750191 2148901 2047542
21813,915508 1550605 931519 2775160 1895272
21835,2795800 1244196 1201171 2750191 2579533
22107,1201171 1086695 479344 915508 1244196
22206,1717731 266412 2487208 2579533 2148901
22591,915508 1201171 2795800 1895272 2487208
22728,1086695 2750191 2579533 1201171 2047542
23229,479344 1895272 2750191 1717731 2795800
23361,1706622 2348573 915508 1550605 1895272
23459,931519 2487208 2795800 2148901 915508
23667,2775160 1717731 365608 2487208 1244196
23718,2795800 1244196 1706622 2487208 915508
24419,2148901 1201171 931519 1895272 1706622
24465,2795800 1895272 2047542 2348573 2750191
25906,2047542 2348573 2795800 1895272 479344
26038,915508 2047542 479344 1086695 266412
26658,1706622 931519 1717731 915508 2795800
27187,1550605 266412 2047542 2750191 1086695
27501,1717731 2795800 1201171 2579533 2487208
27638,915508 931519 1717731 2750191 2579533
27707,1706622 2348573 1086695 2487208 1717731
27727,365608 1244196 931519 1550605 479344
27845,1717731 2047542 2487208 2579533 2775160
27931,931519 2579533 2348573 2047542 1244196
28232,2487208 2795800 1895272 2148901 2047542
28739,1201171 2348573 2487208 1086695 1550605
28801,1717731 2487208 479344 365608 266412
28972,2348573 1550605 1717731 2750191 2487208
29072,2487208 2775160 2148901 2579533 365608
29146,1706622 1550605 266412 2047542 1086695
29212,915508 931519 2750191 365608 1717731
29340,1706622 1895272 1717731 2795800 1201171
29449,915508 2148901 2750191 1706622 1244196
29519,1895272 1706622 365608 915508 1244196
30094,2348573 1717731 2487208 931519 479344
30368,1550605 2047542 266412 1244196 479344
30774,1550605 2047542 1895272 2750191 1201171
30910,1550605 1717731 365608 2750191 1706622
31318,2148901 2775160 479344 2579533 2348573
32111,1550605 931519 365608 2775160 2148901
32371,2047542 1895272 1550605 1244196 2348573
32434,1706622 1086695 266412 2795800 931519
33119,1895272 2047542 1550605 2348573 2775160
33317,931519 1895272 1550605 2487208 2795800
33492,1895272 1717731 2348573 931519 2487208
33552,2775160 1706622 1717731 1244196 915508
33704,266412 2579533 1244196 2348573 2047542
35125,1895272 2148901 1717731 2775160 1244196
35517,931519 1706622 2795800 1201171 1086695
35752,2750191 2775160 1550605 365608 2487208
36049,931519 1201171 2148901 1550605 2047542
36125,2795800 2348573 1895272 1201171 2487208
36396,2348573 2775160 1895272 2579533 1201171
36940,2047542 1086695 1201171 1895272 2750191
37187,2047542 479344 1895272 2487208 266412
37351,2750191 2148901 1706622 365608 2047542
38059,1244196 365608 931519 1550605 479344
38189,931519 2579533 1086695 1550605 266412
38365,479344 931519 915508 1706622 1244196
38481,1201171 2579533 2750191 2148901 479344
38730,2148901 1550605 2348573 365608 1086695
38944,2579533 1086695 365608 266412 1244196
39189,1895272 365608 1706622 479344 1086695
39773,2047542 2750191 1550605 1895272 2487208
39778,2795800 1244196 2348573 1086695 1201171
40141,2148901 479344 2348573 931519 2579533
40180,2795800 2775160 931519 1717731 1244196
40246,1895272 1244196 479344 1706622 2579533
40468,2775160 365608 266412 1706622 479344
41309,2795800 365608 1895272 2348573 915508
41345,1201171 2148901 2750191 2348573 1550605
41383,1550605 1086695 915508 2795800 2775160
41403,1895272 2148901 2775160 266412 479344
41629,2750191 931519 2148901 1550605 1717731
41649,2487208 1244196 2047542 1706622 365608
42051,2148901 931519 1201171 1086695 479344
42321,1550605 479344 1201171 1086695 365608
42617,1201171 2795800 479344 2148901 2348573
42912,1086695 2047542 2148901 2487208 2750191
43088,479344 1201171 1895272 2348573 2750191
43399,1706622 479344 915508 2579533 2148901
43444,479344 915508 2775160 1244196 2795800
44628,1550605 2487208 1706622 915508 1244196
46074,1201171 479344 2348573 2579533 2047542
46106,2750191 931519 1706622 365608 2348573
46377,1717731 1706622 2348573 2775160 2795800
46391,1086695 479344 915508 2487208 2047542
46874,1895272 1717731 1086695 479344 266412
47353,1086695 1244196 2795800 2487208 1895272
47387,365608 479344 2775160 1706622 2348573
47475,2795800 2750191 1706622 2579533 1086695
47662,2795800 1086695 1895272 2750191 479344
48463,2775160 1895272 2148901 2795800 1706622
48478,2348573 915508 1086695 2750191 2579533
48675,2348573 266412 1201171 479344 915508
48789,1244196 2148901 1550605 2487208 1717731
49239,1201171 931519 2148901 1086695 2750191
49334,2348573 931519 365608 1895272 2148901
49418,2775160 1086695 1244196 1895272 479344
49794,1201171 2148901 1717731 2487208 2579533
50754,915508 1201171 479344 266412 2795800
50874,915508 2750191 931519 2579533 479344
51289,266412 1550605 2047542 1706622 915508
51380,2775160 2750191 2047542 1550605 931519
51416,915508 2750191 2795800 266412 1895272
51445,2579533 2775160 365608 2047542 1086695
51851,2348573 365608 915508 1706622 2795800
52067,2750191 266412 2775160 2047542 915508
52207,1895272 1717731 1244196 479344 1706622
52730,365608 266412 915508 1706622 2579533
52831,2579533 266412 1895272 1717731 1244196
53121,479344 1706622 266412 2795800 365608
53574,365608 931519 1717731 1244196 1706622
53638,2750191 2348573 1706622 1717731 2148901
53677,2795800 2775160 2047542 2348573 266412
53760,2795800 1717731 2047542 1550605 2579533
53874,1550605 2795800 2775160 365608 2348573
54382,1706622 2047542 1244196 2795800 1550605
55261,931519 2795800 1244196 2348573 2775160
55358,1895272 266412 2795800 2148901 2047542
55450,1895272 266412 2750191 1717731 2148901
55534,2579533 1201171 1244196 1717731 2348573
56110,2487208 2148901 266412 2047542 2348573
56216,1244196 2148901 1550605 2348573 1717731
56227,2148901 1201171 2750191 915508 479344
56317,2047542 1201171 2487208 1706622 479344
56439,266412 479344 2579533 1086695 2148901
57013,2487208 2775160 266412 365608 1244196
58197,1244196 915508 2348573 1706622 1201171
58250,2148901 479344 915508 2487208 1086695
58548,2047542 2775160 1244196 2148901 2348573
58600,2348573 2795800 2148901 266412 479344
58624,1244196 2775160 2047542 365608 2148901
58695,2750191 1895272 1201171 1717731 365608
58784,2795800 915508 266412 1244196 2148901
58798,1895272 2775160 1717731 2750191 931519
58833,2047542 1895272 1244196 1717731 2579533
59104,2348573 2047542 479344 266412 2750191
59135,2775160 2795800 365608 2047542 1895272
59546,931519 1086695 1244196 2487208 2148901
59782,266412 1244196 479344 2750191 2348573
59842,1706622 931519 266412 365608 2795800
60155,2775160 365608 931519 479344 2750191
60471,2775160 365608 2795800 915508 1717731
60496,1550605 2750191 2348573 479344 2047542
61016,2579533 2775160 2148901 1550605 915508
61298,1086695 1201171 2047542 1244196 2775160
61873,2579533 2750191 2775160 1706622 931519
62808,1086695 1550605 2579533 2795800 1895272
62908,2487208 479344 915508 266412 2047542
62914,365608 479344 1086695 1201171 915508
63061,915508 479344 1244196 1201171 2775160
63163,2487208 2579533 1895272 1717731 2047542
63322,1717731 2775160 1550605 2047542 2148901
63597,931519 365608 1201171 479344 2047542
63753,2148901 1717731 1244196 931519 2775160
63872,1550605 2487208 1244196 2795800 915508
64303,479344 1895272 1201171 1244196 2487208
64930,1244196 2487208 2775160 1201171 365608
65592,2795800 915508 1895272 2750191 2775160
66592,2348573 266412 1244196 2775160 1550605
66908,2148901 1244196 2487208 1550605 2775160
67173,1895272 915508 2579533 2047542 2775160
67354,931519 1086695 479344 1717731 2775160
67659,1244196 1895272 1201171 915508 365608
67705,1244196 1717731 1086695 931519 1895272
67752,266412 2487208 1895272 1706622 1550605
67939,2775160 2579533 2487208 365608 1086695
69088,1706622 931519 365608 266412 915508
69418,2750191 1550605 266412 2047542 2775160
69428,2579533 1717731 2795800 915508 1201171
69757,2750191 1717731 365608 479344 931519
70134,266412 1244196 1086695 1717731 2775160
70534,2750191 266412 1717731 2047542 1706622
70547,915508 2148901 2750191 2775160 2348573
70649,1244196 2487208 2148901 931519 266412
70855,1244196 2348573 479344 1717731 2795800
71226,2487208 2047542 1550605 2579533 2348573
72027,2795800 1895272 2148901 1706622 479344
72461,2487208 2148901 2047542 915508 2795800
72570,2579533 931519 1895272 2148901 1550605
73454,915508 365608 2775160 2579533 2487208
73471,365608 2348573 2148901 915508 2487208
73525,1717731 2047542 2148901 1550605 2579533
74032,266412 931519 1201171 915508 2348573
74663,2795800 1717731 1244196 1706622 2047542
75611,2750191 479344 2348573 1550605 365608
76103,2750191 1895272 931519 2487208 1717731
76608,2348573 365608 1201171 931519 2148901
76720,931519 1895272 479344 266412 2795800
77440,1706622 1550605 2750191 2795800 266412
77641,1717731 1244196 1086695 1706622 1895272
77738,266412 931519 1706622 915508 479344
77942,1550605 2750191 1706622 1895272 2795800
77992,931519 2047542 2795800 1717731 915508
78016,1717731 2750191 479344 1086695 915508
78100,2487208 2775160 915508 2348573 266412
78298,365608 2775160 2795800 931519 1895272
78784,1706622 2795800 2148901 2047542 479344
79349,1201171 1717731 1244196 2047542 1895272
79426,2348573 479344 2795800 1201171 2750191
79738,1244196 1717731 266412 2579533 1201171
79802,1086695 931519 365608 2579533 1244196
80026,365608 1201171 1086695 915508 2348573
80113,915508 2579533 479344 931519 2750191
80743,1706622 931519 365608 1201171 2579533
80933,1706622 2348573 479344 931519 2750191
81213,931519 2487208 1895272 915508 2047542
81342,931519 2750191 1201171 2047542 1706622
81375,2795800 1550605 2487208 2775160 2579533
82204,2348573 479344 1706622 1086695 915508
82500,1706622 2795800 2579533 915508 1550605
82645,2348573 1201171 2148901 2775160 915508
82778,1086695 915508 2047542 2487208 931519
82848,365608 2750191 1895272 2579533 2487208
82953,2775160 2487208 479344 2579533 2348573
83200,1550605 1706622 2487208 1244196 2047542
83840,2047542 1895272 2487208 2579533 2750191
84028,2348573 1201171 479344 2795800 365608
84579,2795800 915508 1550605 1201171 931519
84814,365608 2148901 2579533 479344 2775160
84989,266412 1201171 915508 1086695 479344
85006,2579533 1550605 2487208 479344 1706622
85011,1244196 266412 1706622 1550605 365608
85432,266412 1086695 2775160 1717731 1244196
85921,1895272 2579533 915508 266412 1550605
85958,365608 2579533 1550605 2348573 931519
85991,2775160 2487208 1550605 1706622 2579533
86194,1244196 915508 1086695 1717731 266412
86285,1550605 2348573 1895272 1086695 479344
86316,1086695 915508 2750191 266412 2487208
86856,1706622 915508 2579533 2487208 1895272
87127,1717731 915508 365608 1706622 931519
87569,931519 1895272 1706622 365608 479344
87622,2795800 931519 2487208 266412 1244196
87629,2487208 2750191 1550605 2047542 2148901
88090,266412 931519 915508 2579533 1550605
88699,2579533 915508 1717731 1201171 266412
89595,2579533 1895272 2047542 915508 931519
89700,2148901 266412 2750191 2775160 2047542
90134,2775160 1706622 1895272 1201171 1244196
90275,2487208 1244196 2047542 2148901 479344
90552,2348573 1244196 2047542 2795800 2750191
90609,2047542 2795800 2148901 1706622 2487208
90615,1201171 2579533 2348573 1244196 365608
90733,1895272 1244196 365608 1717731 1086695
91295,1550605 266412 1706622 2487208 479344
92019,915508 1895272 1086695 365608 1717731
92182,365608 2348573 1706622 2579533 2775160
92343,2775160 1706622 2795800 1895272 931519
93312,2750191 2795800 266412 2775160 1717731
93887,1706622 931519 1895272 266412 2047542
93930,2795800 1895272 2348573 2047542 1550605
94336,2775160 1717731 1201171 2579533 365608
94417,1244196 2795800 2750191 2348573 2487208
94548,2795800 2348573 931519 2148901 1550605
94665,931519 2148901 1550605 479344 2487208
94805,2775160 2795800 2348573 1086695 2579533
94918,931519 2579533 1244196 1706622 2750191
94945,479344 2775160 1550605 266412 2795800
95321,2487208 365608 266412 1086695 2348573
95619,2579533 1201171 931519 2047542 266412
96109,2047542 2487208 365608 1244196 915508
96164,479344 2047542 2348573 1895272 1244196
96187,2148901 931519 2579533 2487208 1550605
96756,2775160 2487208 1706622 2148901 2750191
97135,1717731 915508 2750191 479344 1086695
97204,479344 1244196 915508 1717731 2795800
97375,2750191 915508 2579533 931519 2487208
98005,1717731 2047542 479344 1086695 1550605
98174,2750191 2148901 1550605 2795800 915508
98287,1706622 1550605 2795800 915508 2148901
98458,1244196 2348573 2750191 1086695 1895272
98716,1244196 2775160 2487208 931519 1717731
99109,915508 1201171 1086695 266412 2047542
99155,266412 365608 2775160 915508 1086695
99208,1706622 1717731 2487208 479344 2795800
99598,2047542 2795800 266412 479344 1717731
99751,2047542 1717731 915508 2348573 365608
99972,1717731 1895272 2579533 1706622 2795800
100399,2148901 1895272 2348573 2047542 1717731
100521,2047542 1086695 479344 266412 931519
100803,2750191 2348573 1895272 1550605 2047542
101222,2047542 1244196 1201171 915508 2348573
101236,1717731 1244196 2795800 365608 266412
101276,479344 266412 1086695 2148901 931519
101454,1244196 2487208 1717731 2047542 2795800
101666,2750191 1086695 1706622 931519 1717731
101774,1706622 931519 266412 2348573 1086695
101857,365608 2750191 1550605 2579533 2795800
102002,2047542 479344 2487208 1717731 2579533
102545,915508 2047542 1244196 1201171 1895272
102885,2750191 1706622 266412 2047542 2348573
103027,2795800 2579533 2047542 365608 1706622
103310,2775160 1706622 2148901 2047542 2487208
103669,1244196 2750191 2148901 2795800 1717731
104001,2348573 931519 1550605 2750191 2775160
104796,2348573 2148901 2047542 2795800 931519
104965,1706622 2750191 1086695 931519 266412
106202,1895272 2579533 479344 2487208 2775160
106391,931519 365608 2047542 2750191 1895272
107447,2579533 2348573 1550605 2047542 365608
107528,479344 2750191 2148901 2579533 2795800
107952,1244196 2487208 2148901 365608 266412
108109,2750191 266412 1717731 2795800 1550605
108891,915508 931519 2775160 1550605 2750191
108961,1086695 2348573 2148901 1717731 915508
109308,2750191 1244196 1086695 1550605 479344
109548,2047542 915508 2348573 2795800 1717731
109646,2579533 2750191 2348573 1717731 1086695
109809,1706622 479344 1895272 2775160 931519
110004,1706622 1717731 2579533 915508 1895272
110221,365608 2795800 1244196 2348573 915508
110636,1717731 365608 2348573 2795800 1244196
110951,1201171 1550605 931519 365608 2348573
111479,266412 2795800 1706622 1717731 1086695
111602,1706622 1717731 2775160 2487208 2047542
111836,931519 2775160 1201171 2579533 2348573
113405,2148901 2579533 2348573 365608 1086695
113510,2795800 2750191 266412 2148901 2047542
113784,1086695 2795800 365608 2348573 2579533
113942,2775160 2579533 479344 915508 2750191
114764,1244196 2750191 2579533 931519 2795800
115337,2348573 1717731 2775160 2148901 915508
115389,1717731 1244196 2775160 1201171 2148901
115642,479344 2487208 365608 2750191 2148901
115791,931519 479344 2148901 1550605 1201171
116228,2775160 931519 915508 2348573 2795800
116670,915508 1086695 2148901 2348573 266412
116847,1086695 1717731 266412 2795800 2579533
116871,1717731 365608 2148901 1706622 479344
117095,915508 1706622 2750191 2148901 931519
117355,365608 931519 479344 2047542 2487208
117952,479344 1895272 1244196 1706622 1550605
118118,266412 1895272 2148901 2579533 365608
118326,2579533 2795800 2487208 915508 1244196
118441,2348573 931519 1244196 2047542 1706622
118743,1706622 1550605 915508 479344 2579533
119429,1244196 1706622 2148901 2487208 931519
119526,2047542 479344 365608 2487208 931519
119952,2487208 1717731 1706622 915508 2579533
120436,2775160 1086695 1550605 931519 479344
120617,2348573 1244196 2795800 1895272 479344
121169,1717731 365608 1201171 1086695 2579533
121312,1895272 2148901 915508 2775160 1717731
121482,931519 2795800 2775160 2047542 2348573
121594,915508 931519 1717731 1706622 365608
121611,1706622 365608 1717731 1201171 2047542
121662,2047542 1550605 1895272 1201171 365608
121757,2775160 1244196 1706622 479344 2348573
122086,479344 2795800 1086695 915508 2750191
122087,2579533 2750191 1086695 1244196 1706622
122260,2148901 2487208 2750191 931519 2795800
122394,2795800 1244196 1201171 2148901 1086695
122653,2348573 2047542 1086695 1706622 266412
122688,2795800 1550605 365608 479344 1895272
122826,266412 1717731 2579533 2148901 1706622
122862,1706622 2795800 931519 1244196 2348573
123738,2487208 2750191 266412 2148901 2047542
123936,2750191 479344 1895272 365608 1550605
124188,2487208 2047542 2148901 1201171 1895272
124399,1550605 2148901 2750191 1895272 365608
124663,479344 266412 915508 2750191 2148901
124833,1244196 2795800 2487208 2348573 2148901
125035,931519 1895272 2148901 1086695 2487208
125163,365608 1706622 2148901 2348573 915508
125183,365608 1550605 1201171 2579533 1086695
125749,1706622 2750191 1717731 2579533 2047542
125921,931519 2579533 915508 365608 2775160
126548,2750191 2047542 2487208 2148901 1550605
126643,2579533 2487208 1201171 1244196 2047542
126771,2579533 931519 1550605 479344 1244196
127238,2795800 1086695 1706622 915508 1550605
127260,915508 2487208 1706622 2795800 1717731
127289,1244196 2348573 2750191 1706622 1201171
127607,2047542 2579533 2795800 365608 1244196
128258,1086695 1550605 2348573 2487208 2750191
128444,1550605 1201171 2795800 2148901 1895272
128892,2148901 1201171 1717731 2579533 2487208
129287,1895272 1550605 915508 266412 2348573
129582,1550605 1706622 1895272 915508 2579533
129765,2750191 1550605 915508 479344 2348573
130419,1244196 2047542 2487208 266412 2579533
131287,365608 1550605 1201171 931519 915508
131400,2148901 365608 2795800 1550605 1717731
131843,1244196 2348573 2487208 365608 2047542
131876,931519 2047542 2487208 2579533 1244196
132162,2487208 266412 479344 2775160 1086695
132303,1717731 479344 2148901 2795800 1706622
132458,931519 2148901 2047542 2487208 266412
133042,1706622 1244196 2047542 915508 1717731
133480,1550605 2579533 1244196 2487208 479344
134993,2487208 2795800 1706622 1717731 2148901
135249,2750191 2348573 931519 365608 2487208
135647,915508 931519 2047542 1201171 1717731
135701,266412 1706622 2047542 1717731 2148901
135905,2047542 2795800 266412 479344 1717731
136018,2348573 2775160 2750191 915508 931519
136346,2795800 1086695 1895272 1717731 266412
136526,1895272 2148901 2750191 2795800 2348573
136595,479344 931519 1550605 2047542 365608
136741,2148901 1201171 1086695 915508 1244196
136883,2348573 915508 1244196 931519 2487208
137168,2047542 2795800 1706622 1201171 931519
137251,1550605 479344 2047542 1717731 1201171
137295,2487208 2047542 266412 2775160 1550605
137522,1550605 1717731 2148901 365608 1895272
137940,365608 2487208 1550605 1201171 931519
138017,365608 2148901 915508 2487208 1201171
138722,1244196 2750191 2775160 1550605 365608
138977,1706622 479344 2047542 2775160 266412
138982,365608 2775160 1706622 2487208 1244196
139306,2775160 2348573 1895272 266412 479344
139725,365608 1895272 2775160 1086695 2148901
139968,2348573 1706622 2487208 1086695 2775160
140225,1201171 266412 1706622 1550605 2047542
140830,479344 1895272 915508 2795800 2047542
141431,1086695 2148901 1550605 266412 915508
141434,2579533 1201171 2750191 2348573 2775160
141654,2795800 1550605 365608 2579533 2750191
141923,1244196 1550605 266412 1706622 2348573
142537,1706622 479344 2487208 1717731 2795800
142751,1086695 1706622 1201171 931519 2148901
142825,2047542 1550605 1244196 1717731 2775160
142969,1550605 1244196 2148901 931519 1717731
143178,1706622 1201171 2047542 1086695 2775160
143537,1895272 1201171 2148901 931519 266412
144144,2047542 2148901 1895272 2775160 931519
144191,266412 479344 1895272 931519 1706622
144636,365608 1086695 2750191 479344 931519
144643,2047542 1201171 1244196 479344 266412
144750,915508 2148901 1717731 2348573 1895272
145381,1244196 931519 1717731 2775160 1895272
145533,2775160 1550605 1895272 931519 2795800
145734,2579533 931519 365608 1201171 2795800
145853,915508 2795800 2775160 2148901 479344
146193,1244196 931519 1706622 2148901 2750191
146199,931519 1201171 2487208 2579533 479344
146286,2047542 1550605 2579533 266412 2775160
147516,1717731 1550605 266412 1201171 365608
147664,479344 2775160 1201171 2579533 2047542
148342,915508 266412 1550605 2775160 2750191
148749,2750191 479344 1706622 2579533 1244196
148981,2148901 266412 479344 1201171 2795800
149198,2487208 479344 1717731 2750191 266412
149616,1706622 2750191 1086695 2047542 2487208
150039,1717731 1201171 1706622 1895272 1244196
150057,479344 266412 2775160 1244196 1550605
150611,1201171 479344 1086695 1717731 365608
150721,931519 479344 2579533 2487208 915508
150852,915508 2348573 1717731 479344 1086695
150854,2148901 266412 479344 2579533 2487208
150858,2487208 2795800 2750191 931519 2348573
150949,2148901 2775160 1706622 1895272 931519
150980,2487208 2579533 2047542 1706622 1201171
151024,931519 266412 1706622 2148901 365608
151528,1550605 1895272 1244196 1086695 266412
151666,1244196 1706622 2579533 2795800 2047542
151707,2148901 2579533 915508 1550605 2047542
152067,365608 1895272 2348573 2750191 2047542
152831,2775160 1201171 479344 1895272 1244196
153486,1201171 2348573 1550605 2775160 2148901
153970,1550605 2775160 931519 2148901 1244196
154279,2795800 1086695 931519 2487208 479344
154525,931519 266412 1717731 1201171 915508
154692,2750191 1086695 1244196 1717731 365608
155196,266412 365608 931519 1895272 1086695
155704,915508 1706622 931519 2795800 2148901
155734,266412 1201171 1550605 915508 2487208
155750,1201171 915508 479344 2775160 1895272
156207,1717731 1550605 2795800 266412 1895272
156682,931519 1086695 1717731 2487208 1201171
156731,2148901 266412 1717731 1895272 1706622
156890,931519 1895272 915508 2487208 1550605
157018,2047542 1244196 1086695 2750191 931519
157347,2579533 1706622 931519 915508 365608
157372,2348573 1717731 365608 1201171 1244196
157411,2579533 1706622 2795800 1244196 2348573
157436,1706622 266412 2750191 2348573 479344
158275,2795800 1244196 2579533 365608 1201171
158445,365608 1550605 931519 479344 2775160
158466,266412 2579533 365608 1550605 2348573
158759,1086695 2750191 1706622 479344 2775160
158786,2750191 931519 1717731 1706622 479344
158919,1550605 1717731 1201171 2795800 2148901
158944,2487208 2750191 2775160 1550605 2148901
159617,2348573 266412 365608 2047542 1244196
159701,1717731 1706622 1086695 1550605 2750191
159921,931519 915508 2750191 2487208 2579533
160502,1706622 1895272 365608 2148901 2348573
160533,2775160 2750191 931519 2579533 2487208
160623,2750191 915508 1717731 2579533 1895272
161242,365608 2579533 2348573 2795800 1244196
161521,1717731 915508 365608 2795800 1201171
161612,931519 1244196 1706622 2348573 2775160
161662,1550605 479344 365608 2750191 2579533
162063,266412 1244196 931519 2047542 1086695
162457,1895272 266412 479344 1201171 2348573
162510,1717731 1244196 365608 2579533 1086695
162529,1244196 915508 2148901 1086695 266412
162564,365608 1717731 2795800 2348573 1086695
162646,2750191 2487208 1086695 1201171 2795800
164126,915508 1201171 2750191 2348573 365608
164502,2148901 1086695 1550605 1717731 915508
165095,2487208 266412 915508 2047542 2795800
166047,1895272 2775160 2148901 1550605 915508
166280,2487208 1086695 365608 1244196 2148901
166546,2775160 266412 2047542 1895272 2750191
166998,2148901 2487208 915508 1717731 365608
167169,2795800 1717731 2579533 1895272 915508
167292,2148901 479344 1201171 2750191 931519
167793,1895272 1086695 2795800 931519 2047542
167910,2750191 2795800 1201171 365608 931519
168003,365608 1717731 2579533 2047542 1706622
168241,1086695 2750191 2775160 1717731 2047542
168452,2348573 1086695 2775160 1717731 1550605
168573,1086695 365608 1201171 2795800 2047542
168880,2047542 1895272 1201171 1244196 2775160
168971,1550605 2487208 2579533 931519 1086695
169437,365608 931519 1895272 2487208 2775160
169786,365608 1717731 2579533 2047542 266412
170008,1717731 1550605 479344 2487208 915508
170333,915508 1086695 365608 1244196 1706622
170601,2750191 2795800 1244196 2579533 1201171
170611,2579533 2348573 365608 1244196 2047542
170666,2148901 1086695 1706622 2775160 2579533
171078,2750191 1895272 1244196 2047542 2148901
171152,2487208 915508 2148901 266412 2348573
171375,2775160 1895272 1706622 2487208 2348573
171516,2775160 1706622 2348573 1201171 1244196
172325,2750191 2047542 1706622 1717731 2775160
172413,2775160 2750191 1895272 2487208 2795800
172636,2795800 2047542 1201171 266412 2750191
173125,1717731 1086695 1201171 1895272 1244196
173245,1717731 1086695 2148901 931519 1895272
173555,2047542 2579533 1895272 479344 365608
174181,1201171 266412 1717731 2148901 1706622
174608,1086695 1244196 1201171 2148901 2487208
174882,266412 2579533 1550605 1717731 2348573
175027,2348573 931519 915508 1086695 365608
175162,2795800 2047542 2775160 2487208 1201171
175344,479344 1895272 2775160 266412 365608
175369,1717731 2750191 931519 2775160 266412
175546,2148901 1706622 479344 2047542 2775160
175644,2348573 2487208 365608 1086695 1706622
175696,1717731 1244196 1895272 2795800 2487208
176268,2775160 1895272 365608 1086695 2487208
176638,2750191 1717731 365608 266412 1244196
177089,1895272 1706622 2487208 1550605 266412
177373,266412 931519 1706622 2775160 365608
178074,2047542 1201171 1717731 2775160 2750191
178588,1550605 915508 2775160 2148901 2487208
178902,1895272 1086695 2148901 266412 915508
178946,1550605 1201171 2487208 2775160 1895272
179637,1201171 2795800 1550605 479344 266412
179690,2047542 915508 2775160 2487208 1201171
179744,2047542 2487208 479344 1550605 266412
180411,479344 2795800 2579533 2487208 1895272
180693,2047542 2775160 2148901 2750191 2348573
180988,2148901 2750191 2579533 1086695 266412
181348,915508 1086695 2775160 2047542 1244196
181413,2047542 1201171 1244196 2775160 1086695
181536,266412 1706622 2775160 1895272 479344
181782,2148901 2487208 479344 1086695 1550605
182123,365608 2487208 2795800 1086695 2047542
182147,1717731 1895272 266412 2487208 1550605
182605,2348573 2775160 479344 2795800 365608
182959,1895272 2579533 2775160 2047542 1706622
183367,2795800 479344 2487208 1086695 365608
