user_id,recommended_items
27187,931519 365608 1086695 2750191 1895272
27501,1550605 915508 2148901 479344 365608
27638,1244196 1706622 1550605 2795800 1086695
27707,479344 1706622 365608 1717731 2487208
27727,1706622 2775160 915508 2348573 2047542
27845,2795800 2348573 2148901 1244196 266412
27931,1086695 1717731 915508 2795800 1895272
28232,2750191 1717731 1086695 1201171 2579533
28739,2047542 2148901 2750191 2795800 266412
28801,1244196 1550605 2750191 915508 365608
28972,1086695 1244196 931519 1550605 2750191
29072,2487208 1717731 1201171 2047542 2795800
29146,2148901 2795800 1086695 2047542 2487208
29212,1086695 1550605 365608 2795800 266412
29340,1550605 1244196 2348573 931519 365608
29449,365608 2775160 2487208 2348573 1244196
29519,915508 1244196 1086695 1717731 266412
30094,1201171 2775160 365608 1895272 1244196
30368,1706622 915508 1550605 1244196 2047542
30774,1895272 2487208 2775160 2579533 365608
30910,2579533 1201171 2487208 1086695 2348573
31318,266412 2487208 1244196 2348573 1717731
32111,2047542 2775160 915508 1244196 2348573
32371,2750191 1706622 931519 2579533 1201171
32434,2579533 365608 266412 1201171 2795800
33119,2047542 266412 1895272 479344 365608
33317,2775160 2795800 2487208 2579533 266412
33492,2348573 1717731 2579533 266412 479344
33552,915508 1244196 2348573 1201171 1550605
33704,1086695 2348573 2795800 1201171 1706622
35125,1895272 1086695 1244196 2487208 1717731
35517,2047542 365608 2750191 479344 931519
35752,2148901 931519 915508 2487208 1086695
36049,931519 2775160 1086695 1706622 2795800
36125,479344 1244196 915508 2795800 1706622
36396,2775160 2750191 2579533 931519 1895272
36940,1550605 479344 1086695 266412 2795800
37187,2348573 479344 2148901 1706622 931519
37351,2148901 2348573 1895272 1550605 365608
38059,1086695 1201171 2487208 2579533 2148901
38189,2348573 915508 1550605 931519 1086695
38365,2775160 2795800 1706622 2348573 1717731
38481,365608 2148901 1201171 915508 1244196
38730,2750191 479344 2487208 2579533 2047542
38944,479344 1550605 2487208 2047542 2750191
39189,365608 1895272 2148901 915508 1706622
39773,1086695 1717731 365608 266412 1550605
39778,1086695 931519 1706622 1550605 2750191
40141,915508 2348573 2047542 266412 1895272
40180,2487208 479344 1086695 1244196 266412
40246,931519 1086695 266412 2795800 2348573
40468,479344 1706622 1895272 2487208 2148901
41309,2047542 1086695 1717731 1550605 266412
41345,479344 915508 2348573 2750191 2047542
41383,479344 1201171 1717731 2795800 2047542
41403,479344 1895272 2487208 266412 2795800
41629,2348573 2795800 1201171 1244196 2775160
41649,1244196 2750191 931519 2487208 1201171
42051,915508 1717731 2775160 1706622 2487208
42321,1717731 1244196 2148901 2795800 1086695
42617,479344 1201171 1706622 1086695 2775160
42912,266412 1717731 2348573 2750191 2795800
43088,931519 1244196 2148901 2047542 1201171
43399,266412 915508 2348573 2148901 931519
43444,365608 1244196 2795800 1201171 1706622
44628,1717731 2795800 2047542 1550605 2348573
46074,1895272 1086695 2775160 266412 2795800
46106,2047542 931519 2795800 1550605 1706622
46377,2487208 479344 266412 2348573 1895272
46391,1895272 1201171 2579533 2750191 479344
46874,2148901 915508 479344 2047542 1244196
47353,479344 365608 1717731 1086695 915508
47387,1086695 1201171 1895272 2148901 2750191
47475,1201171 2579533 365608 2750191 2148901
47662,1244196 2775160 1201171 2348573 2795800
48463,1086695 1717731 2750191 915508 2775160
48478,479344 2148901 1895272 915508 2750191
48675,915508 2148901 1086695 2579533 2047542
48789,1895272 365608 2775160 2148901 1086695
49239,266412 1244196 1550605 1717731 2487208
49334,365608 1201171 1717731 266412 2775160
49418,365608 1717731 2775160 2348573 1895272
49794,1244196 1550605 2047542 1717731 479344
50754,266412 915508 2775160 2750191 1086695
50874,2795800 1550605 1086695 1201171 931519
51289,1706622 1895272 479344 2750191 2579533
51380,365608 2775160 1717731 1706622 479344
51416,365608 2750191 479344 2579533 2775160
51445,931519 1550605 2775160 365608 2348573
51851,931519 2579533 479344 1244196 2047542
52067,2795800 2750191 2047542 479344 1244196
52207,1244196 1201171 2795800 2775160 915508
52730,1895272 2775160 266412 365608 915508
52831,266412 2579533 1244196 2775160 479344
53121,2348573 2487208 1717731 1244196 479344
53574,931519 1717731 2579533 479344 915508
53638,931519 1086695 1717731 915508 2348573
53677,479344 365608 2775160 1717731 1706622
53760,2487208 1706622 931519 2148901 2795800
53874,2348573 266412 1717731 915508 1706622
54382,931519 1086695 479344 365608 2795800
55261,266412 2579533 2750191 1244196 1895272
55358,479344 2775160 266412 365608 2348573
55450,1706622 1244196 1201171 1086695 1895272
55534,365608 1550605 2775160 931519 1201171
56110,1717731 931519 2579533 1201171 2750191
56216,1244196 2148901 2750191 1706622 2579533
56227,2795800 2487208 2348573 2750191 1201171
56317,2579533 2487208 1244196 1550605 1717731
56439,365608 1244196 1550605 1201171 2047542
57013,2795800 2047542 266412 1706622 2487208
58197,2148901 2348573 2775160 2579533 1706622
58250,931519 2579533 2487208 1244196 2348573
58548,2487208 2579533 1895272 2047542 931519
58600,365608 931519 479344 2487208 1244196
58624,1550605 2148901 1086695 365608 2775160
58695,479344 1550605 365608 2750191 266412
58784,2348573 266412 931519 1550605 2775160
58798,1244196 365608 479344 1550605 1706622
58833,266412 2047542 931519 2775160 479344
59104,1550605 1244196 479344 2750191 2795800
59135,2775160 2487208 915508 1706622 2795800
59546,479344 1895272 1244196 266412 2775160
59782,479344 2148901 915508 365608 2579533
59842,479344 2148901 1706622 2795800 2579533
60155,1706622 479344 2487208 931519 266412
60471,2148901 1550605 915508 1201171 2750191
60496,2148901 915508 2795800 2348573 1717731
61016,2579533 2148901 1717731 1895272 931519
61298,2487208 2348573 931519 365608 2750191
61873,1550605 1706622 1201171 2487208 2148901
62808,1086695 365608 479344 2348573 1201171
62908,1895272 2775160 931519 2579533 2795800
62914,2148901 365608 2047542 1550605 931519
63061,2775160 1706622 1550605 2047542 2348573
63163,2348573 365608 479344 2148901 1550605
63322,1244196 266412 1895272 2775160 2148901
63597,2348573 1086695 2047542 915508 1706622
63753,2775160 915508 1717731 1201171 2487208
63872,2795800 1244196 365608 1706622 2579533
64303,1550605 2047542 266412 2775160 1717731
64930,2047542 2579533 365608 1086695 1895272
65592,1244196 1201171 1717731 365608 1706622
66592,2348573 2487208 266412 1706622 1550605
66908,2047542 2579533 1201171 1895272 2795800
67173,365608 2795800 479344 915508 1550605
67354,1244196 2487208 479344 931519 1895272
67659,2750191 915508 266412 2047542 1706622
67705,479344 2775160 1201171 2348573 1706622
67752,365608 2750191 479344 1550605 2579533
67939,2047542 1086695 915508 2775160 2348573
69088,2579533 1895272 266412 2775160 1244196
69418,915508 1550605 2750191 2487208 931519
69428,2148901 2579533 2795800 2487208 1717731
69757,1550605 2047542 365608 2148901 931519
70134,2775160 2148901 1895272 1717731 915508
70534,1717731 479344 931519 2579533 266412
70547,365608 915508 2775160 1244196 2148901
70649,2487208 365608 2775160 479344 2047542
70855,1706622 1550605 2750191 1086695 2775160
71226,266412 2487208 2750191 2047542 1706622
72027,1086695 479344 2348573 931519 1550605
72461,1086695 1201171 1706622 2148901 915508
72570,2795800 931519 2750191 1706622 1895272
73454,1201171 1550605 479344 1244196 2795800
73471,2579533 1244196 2775160 2487208 1086695
73525,1550605 2348573 1086695 2795800 2047542
74032,931519 266412 365608 2047542 915508
74663,1706622 2487208 1550605 266412 1717731
75611,2148901 1244196 1717731 1550605 2348573
76103,2795800 266412 1086695 2047542 1550605
76608,2487208 1717731 1895272 365608 2750191
76720,2047542 915508 1706622 931519 479344
77440,1086695 2487208 2348573 479344 1717731
77641,1086695 915508 1717731 2775160 2148901
77738,2579533 2795800 2775160 479344 1086695
77942,2487208 479344 2047542 1244196 931519
77992,266412 1550605 1717731 1895272 2579533
78016,2775160 365608 266412 1706622 1244196
78100,2348573 1201171 2487208 1086695 2148901
78298,1244196 2579533 2348573 2148901 2487208
78784,2750191 915508 365608 1550605 1706622
79349,1550605 1201171 915508 2750191 2487208
79426,2775160 479344 1201171 1550605 2148901
79738,1895272 2795800 365608 2348573 915508
79802,266412 915508 1895272 2348573 2750191
80026,931519 1706622 2148901 479344 2775160
80113,2148901 1717731 2579533 479344 1706622
80743,2795800 1201171 1086695 1895272 1244196
80933,1895272 2487208 2047542 2348573 1706622
81213,2148901 2487208 2775160 365608 2750191
81342,1550605 1895272 2775160 2795800 915508
81375,2750191 1086695 1717731 266412 2487208
82204,1717731 2047542 365608 1201171 1244196
82500,1717731 1706622 2795800 266412 2579533
82645,915508 931519 1717731 1201171 2348573
82778,915508 2487208 2795800 1201171 2348573
82848,915508 1717731 1201171 2148901 365608
82953,2579533 931519 915508 266412 1086695
83200,1895272 479344 2348573 1550605 1717731
83840,2750191 2148901 2775160 1244196 2487208
84028,1201171 2047542 2795800 266412 1244196
84579,2775160 479344 1086695 1550605 2750191
84814,2795800 1201171 931519 479344 1550605
84989,1895272 2579533 1086695 2487208 2148901
85006,1086695 1244196 1550605 2579533 365608
85011,915508 1244196 1717731 2750191 2487208
85432,915508 2148901 1706622 2795800 365608
85921,365608 931519 479344 915508 2348573
85958,1550605 1086695 2047542 479344 2148901
85991,2047542 2348573 1895272 931519 1086695
86194,266412 915508 2795800 365608 2750191
86285,479344 2487208 1550605 365608 2579533
86316,2795800 1717731 1550605 931519 1244196
86856,2148901 365608 2579533 2775160 2487208
87127,1550605 2750191 2579533 2148901 2795800
87569,931519 365608 1717731 1895272 2795800
87622,1550605 1717731 915508 365608 2579533
87629,1244196 266412 2487208 2795800 2750191
88090,2348573 915508 2775160 2487208 365608
88699,931519 2750191 1201171 2148901 915508
89595,365608 931519 2047542 1717731 1201171
89700,915508 2579533 2775160 479344 1244196
90134,2750191 266412 1895272 2148901 915508
90275,931519 1706622 2750191 2795800 2047542
90552,266412 365608 1201171 2795800 1550605
90609,1717731 2487208 1086695 2047542 2579533
90615,266412 915508 2487208 1895272 2579533
90733,2579533 1244196 2795800 266412 365608
91295,1550605 2775160 1717731 2750191 2148901
92019,2795800 2348573 1706622 2750191 266412
92182,1550605 365608 1244196 915508 1086695
92343,2148901 2750191 1201171 1086695 2487208
93312,2487208 1550605 1244196 2795800 479344
93887,1895272 2795800 1706622 931519 2348573
93930,2148901 2775160 1550605 1244196 2487208
94336,2795800 1201171 2487208 479344 266412
94417,2047542 365608 1201171 1706622 2750191
94548,2148901 915508 1244196 1550605 2487208
94665,1086695 2750191 915508 365608 2579533
94805,1717731 2750191 2775160 2348573 1201171
94918,931519 2148901 2795800 2348573 2750191
94945,479344 1244196 2047542 2487208 2795800
95321,1244196 2487208 931519 915508 1717731
95619,1706622 2579533 266412 1717731 2047542
96109,2047542 2579533 2775160 2148901 1201171
96164,1244196 2487208 2750191 915508 1550605
96187,2148901 479344 266412 1717731 1244196
96756,2795800 1201171 2487208 1895272 1244196
97135,2148901 1244196 1706622 2047542 2487208
97204,479344 1706622 1244196 365608 915508
97375,1550605 1895272 2795800 1717731 915508
98005,931519 1717731 2148901 2348573 2775160
98174,1550605 2047542 915508 2775160 479344
98287,915508 2795800 2750191 266412 1201171
98458,2148901 2348573 1895272 1086695 1550605
98716,2148901 1706622 2579533 2348573 1550605
99109,479344 1717731 365608 2795800 1086695
99155,2750191 931519 1706622 2775160 915508
99208,1244196 2579533 1895272 931519 2750191
99598,2775160 1895272 266412 2579533 1244196
99751,1550605 1086695 2487208 1244196 915508
99972,479344 2487208 1086695 1550605 2148901
100399,1244196 931519 2047542 1201171 2750191
100521,365608 1717731 1086695 2348573 1201171
100803,2750191 1717731 1086695 1244196 2348573
101222,1717731 2047542 2487208 2579533 2348573
101236,365608 479344 1895272 1717731 2775160
101276,1244196 1706622 2579533 479344 2047542
101454,479344 266412 2775160 1201171 1717731
101666,2579533 1201171 266412 1717731 1706622
101774,2750191 1201171 2148901 2579533 2348573
101857,2148901 2487208 1550605 1201171 1895272
102002,931519 2348573 1550605 915508 479344
102545,1201171 2348573 1706622 1895272 479344
102885,266412 365608 1706622 2487208 479344
103027,931519 266412 1086695 1201171 2148901
103310,365608 2348573 915508 1086695 2750191
103669,1550605 2047542 266412 479344 2795800
104001,1706622 266412 365608 2487208 2579533
104796,2487208 2795800 1895272 2148901 915508
104965,2750191 931519 266412 1895272 1086695
106202,2148901 365608 2487208 2795800 1086695
106391,1244196 931519 2795800 1717731 2047542
107447,2579533 1201171 2487208 2047542 479344
107528,1895272 931519 2775160 2579533 1717731
107952,1201171 266412 2348573 2775160 915508
108109,1895272 2775160 1201171 2487208 931519
108891,266412 1895272 2775160 479344 2487208
108961,931519 2148901 2487208 1895272 2795800
109308,2795800 2348573 365608 2579533 2775160
109548,915508 479344 2775160 2348573 2487208
109646,2047542 365608 1550605 2795800 1717731
109809,2487208 2148901 915508 2579533 479344
110004,2795800 2348573 479344 2579533 1086695
110221,2775160 1086695 1895272 931519 1717731
110636,479344 2148901 2348573 2750191 365608
110951,1086695 266412 479344 1550605 2579533
111479,1717731 2148901 1895272 1550605 1706622
111602,2775160 1717731 2348573 479344 2750191
111836,2795800 1201171 1086695 2348573 1895272
113405,1244196 2795800 1895272 365608 2750191
113510,1086695 1706622 2487208 931519 1895272
113784,2795800 1895272 2579533 479344 1550605
113942,2579533 2775160 1550605 2750191 1706622
114764,1201171 1086695 479344 1550605 2579533
115337,2775160 2579533 1550605 931519 2047542
115389,2579533 1706622 1244196 931519 2487208
115642,365608 1201171 1717731 1086695 266412
115791,2047542 2579533 2750191 1244196 365608
116228,2775160 2487208 479344 1086695 2348573
116670,1895272 2579533 915508 2750191 2047542
116847,1706622 2795800 1895272 2750191 915508
116871,2579533 2348573 1086695 1244196 931519
117095,931519 1201171 2795800 2348573 2047542
117355,2047542 1550605 1201171 1895272 2487208
117952,1244196 2775160 2750191 2148901 915508
118118,266412 1244196 365608 479344 1086695
118326,915508 1717731 2348573 1895272 1244196
118441,1086695 1895272 1550605 2148901 365608
118743,2579533 915508 1244196 2047542 1895272
119429,2487208 1895272 2750191 1717731 2348573
119526,1895272 2487208 2579533 2795800 1086695
119952,1201171 2775160 2047542 365608 915508
120436,1706622 2047542 2775160 1717731 479344
120617,2775160 2579533 1895272 1717731 1201171
121169,2047542 1895272 2148901 931519 915508
121312,1244196 1717731 931519 479344 2795800
121482,1201171 2047542 1550605 2775160 915508
121594,1086695 931519 479344 1244196 2148901
121611,266412 1706622 1550605 2795800 365608
121662,931519 2047542 2148901 1706622 1550605
121757,2487208 2795800 931519 1244196 2750191
122086,2795800 2579533 915508 2148901 1244196
122087,1086695 931519 1895272 2148901 2795800
122260,915508 2148901 1895272 2487208 1717731
122394,1201171 1550605 2795800 2047542 1895272
122653,2487208 2047542 1706622 931519 2795800
122688,1086695 2348573 1706622 1201171 1550605
122826,2775160 266412 2348573 2487208 2795800
122862,1201171 266412 2750191 2348573 931519
123738,266412 915508 2750191 2348573 1717731
123936,365608 2047542 1201171 931519 2750191
124188,1895272 2148901 2047542 2487208 2795800
124399,266412 2579533 2487208 1550605 2775160
124663,1201171 266412 2795800 915508 1706622
124833,2348573 2579533 2775160 2795800 266412
125035,2047542 365608 2775160 1201171 2487208
125163,1086695 2487208 2775160 931519 1895272
125183,1706622 2775160 2579533 2750191 931519
125749,2047542 1201171 365608 1706622 1550605
125921,915508 266412 2750191 2487208 1201171
126548,1717731 2579533 1201171 2487208 1086695
126643,2487208 2047542 365608 266412 2750191
126771,1201171 1717731 2047542 266412 915508
127238,266412 2148901 2795800 1895272 2348573
127260,2487208 1550605 1244196 2047542 2579533
127289,479344 931519 2047542 1717731 2750191
127607,2750191 1201171 2348573 2487208 1086695
128258,1086695 2750191 2348573 1717731 2148901
128444,2047542 1706622 266412 931519 365608
128892,2750191 2148901 365608 1086695 479344
129287,915508 2348573 1086695 2750191 1244196
129582,1550605 365608 2750191 2579533 1201171
129765,1086695 479344 365608 2487208 1244196
130419,365608 1550605 2047542 266412 2487208
131287,2579533 1244196 266412 915508 1550605
131400,266412 1550605 2750191 915508 1706622
131843,2348573 1895272 931519 2579533 2487208
131876,266412 2795800 365608 931519 2047542
132162,1895272 2148901 1550605 2579533 2487208
132303,1086695 1895272 1244196 1706622 2148901
132458,2148901 1086695 1244196 1201171 2795800
133042,915508 931519 2750191 2148901 365608
133480,2047542 1717731 2795800 2750191 2579533
134993,266412 2795800 2148901 2348573 2487208
135249,479344 1706622 1244196 1550605 2487208
135647,2579533 2775160 365608 1201171 2348573
135701,266412 2775160 931519 1706622 2487208
135905,2579533 1244196 2775160 1201171 365608
136018,365608 1201171 2795800 2750191 915508
136346,479344 1201171 1706622 1550605 365608
136526,1086695 2795800 2348573 1550605 2148901
136595,1086695 2487208 2750191 365608 1201171
136741,1086695 2579533 1895272 1706622 2775160
136883,2750191 2348573 2579533 1550605 1244196
137168,1086695 2148901 1244196 915508 1550605
137251,2795800 365608 931519 1717731 2579533
137295,1244196 2750191 2487208 2775160 1201171
137522,2148901 2348573 1706622 2750191 2775160
137940,1550605 479344 1201171 1706622 266412
138017,2750191 365608 2487208 1201171 479344
138722,1086695 2148901 1244196 1895272 1717731
138977,1706622 915508 2487208 1201171 1244196
138982,2047542 2775160 2487208 2750191 1717731
139306,931519 1201171 2750191 266412 915508
139725,915508 1201171 479344 1086695 1895272
139968,365608 1706622 1895272 2487208 266412
140225,2775160 2579533 1717731 2795800 266412
140830,1550605 931519 1717731 2750191 1706622
141431,1244196 2047542 365608 2795800 2148901
141434,266412 931519 2750191 2795800 1201171
141654,479344 266412 2348573 1895272 2579533
141923,2047542 2148901 2348573 2579533 2795800
142537,365608 2487208 2148901 1706622 931519
142751,1717731 915508 1895272 2348573 2487208
142825,915508 1244196 2487208 266412 1201171
142969,479344 2487208 2795800 266412 2579533
143178,2148901 2047542 931519 1201171 2775160
143537,1895272 2348573 2795800 2579533 2775160
144144,479344 2148901 2775160 2579533 1895272
144191,2579533 1244196 2750191 365608 1706622
144636,2775160 2487208 2579533 2795800 365608
144643,1706622 479344 1086695 2348573 2579533
144750,2750191 2775160 266412 915508 1706622
145381,2795800 1201171 2750191 1550605 365608
145533,1201171 2775160 915508 479344 2579533
145734,1717731 479344 1895272 2348573 1550605
145853,2775160 2795800 2487208 266412 1550605
146193,2348573 2750191 931519 266412 2579533
146199,479344 1717731 931519 1244196 2795800
146286,2579533 1244196 1706622 931519 2148901
147516,365608 1201171 1550605 2047542 266412
147664,1550605 2487208 266412 2795800 1244196
148342,2348573 266412 1895272 931519 915508
148749,479344 1201171 365608 2795800 1717731
148981,266412 1086695 2579533 2148901 915508
149198,2795800 1706622 266412 365608 2487208
149616,479344 1201171 2148901 2750191 2348573
150039,1717731 2579533 1201171 2047542 2348573
150057,2348573 2795800 2047542 931519 2487208
150611,1550605 1244196 2750191 2348573 2775160
150721,1550605 2750191 365608 1706622 915508
150852,1895272 2579533 1717731 915508 2348573
150854,1895272 266412 2148901 2775160 1201171
150858,915508 479344 1086695 2750191 1895272
150949,1201171 931519 2795800 1895272 2579533
150980,1550605 1717731 266412 931519 2487208
151024,1550605 1244196 2148901 2750191 2047542
151528,1706622 2348573 2579533 266412 2750191
151666,2047542 1706622 1086695 2795800 1550605
151707,2148901 1086695 266412 1895272 1244196
152067,479344 1895272 931519 1550605 1706622
152831,2579533 1706622 1550605 2047542 2750191
153486,931519 2579533 479344 2348573 2047542
153970,2579533 2775160 1706622 931519 2047542
154279,1550605 1201171 2775160 2750191 931519
154525,1201171 931519 365608 2775160 1086695
154692,2047542 1244196 1706622 931519 1086695
155196,931519 1895272 2348573 2795800 1201171
155704,266412 1706622 2348573 1086695 1550605
155734,2775160 2348573 915508 1717731 2579533
155750,479344 2047542 2775160 1086695 2487208
156207,266412 1086695 2148901 365608 2795800
156682,931519 266412 2750191 479344 2047542
156731,1706622 365608 2795800 1550605 1086695
156890,1895272 266412 2775160 1244196 915508
157018,365608 1201171 266412 479344 1706622
157347,931519 1086695 2487208 915508 479344
157372,2750191 266412 2047542 1244196 2148901
157411,1244196 1550605 931519 2047542 1717731
157436,1706622 1717731 2579533 2348573 2775160
158275,1244196 266412 931519 1895272 479344
158445,2579533 2795800 479344 2487208 365608
158466,2795800 915508 1244196 1201171 1550605
158759,2348573 1086695 1244196 1706622 2047542
158786,1244196 931519 1895272 2148901 2487208
158919,2579533 2750191 1717731 1201171 2348573
158944,2775160 1086695 2148901 2487208 1706622
159617,2750191 2348573 479344 2775160 2487208
159701,1895272 931519 2348573 2148901 365608
159921,1550605 1706622 931519 1244196 2487208
160502,266412 479344 2487208 2795800 2148901
160533,1706622 2775160 2487208 479344 2047542
160623,2775160 1550605 2348573 1201171 2750191
161242,1244196 479344 2775160 1550605 2047542
161521,2775160 365608 1895272 266412 915508
161612,2579533 1244196 1717731 2750191 365608
161662,931519 2148901 1086695 915508 479344
162063,1201171 1706622 1550605 2775160 2750191
162457,266412 1706622 2775160 2047542 1201171
162510,2348573 2047542 2148901 266412 2775160
162529,2047542 931519 1550605 2487208 2348573
162564,1086695 1717731 1706622 2750191 479344
162646,2047542 2348573 2148901 1244196 1717731
164126,1201171 479344 2795800 365608 1086695
164502,1550605 365608 2795800 1201171 2487208
165095,479344 266412 365608 2795800 2487208
166047,479344 2750191 1717731 1201171 1706622
166280,2487208 931519 1717731 2775160 1550605
166546,1717731 931519 1550605 2148901 2047542
166998,1895272 1201171 1550605 2148901 915508
167169,1201171 2750191 1086695 1550605 2148901
167292,1717731 365608 2795800 1550605 2348573
167793,1895272 1706622 2750191 1201171 266412
167910,1706622 2750191 1201171 2148901 1717731
168003,1550605 2750191 266412 1201171 2348573
168241,1201171 2750191 931519 1550605 2795800
168452,1706622 2348573 2047542 1244196 1550605
168573,1244196 2579533 2795800 266412 1550605
168880,931519 2579533 479344 266412 1706622
168971,915508 2348573 1086695 1895272 2148901
169437,1244196 479344 1550605 2047542 931519
169786,915508 365608 1201171 2579533 931519
170008,2148901 2579533 1550605 2047542 1706622
170333,931519 2348573 915508 266412 365608
170601,1706622 266412 2348573 2750191 2148901
170611,2775160 2348573 479344 2579533 2047542
170666,266412 2148901 1895272 1717731 2348573
171078,931519 1550605 2795800 2775160 915508
171152,2148901 2487208 266412 2348573 2775160
171375,1895272 1706622 931519 2775160 2348573
171516,1717731 1244196 2487208 2047542 1895272
172325,2795800 2148901 365608 2047542 2487208
172413,2750191 266412 1895272 2348573 931519
172636,1201171 1895272 2795800 365608 1244196
173125,2579533 2795800 365608 1244196 1086695
173245,1706622 266412 365608 2148901 479344
173555,2487208 479344 1550605 1244196 2148901
174181,365608 931519 2750191 2487208 479344
174608,1706622 1086695 1550605 365608 1895272
174882,2047542 2348573 931519 2775160 1717731
175027,365608 266412 479344 1895272 2487208
175162,2579533 2047542 2348573 2750191 365608
175344,1550605 931519 2047542 2775160 1244196
175369,1244196 2487208 2795800 2047542 2148901
175546,915508 2487208 1244196 2775160 1086695
175644,479344 2750191 2775160 365608 1717731
175696,479344 915508 931519 2047542 2775160
176268,2487208 2775160 2750191 1550605 2579533
176638,1244196 2348573 2579533 1717731 2795800
177089,2348573 2775160 2487208 479344 1706622
177373,1895272 479344 2487208 2148901 2579533
178074,2579533 1550605 931519 2348573 1895272
178588,2148901 2348573 931519 1706622 2795800
178902,2775160 2047542 1086695 1550605 931519
178946,1706622 2148901 1086695 915508 479344
179637,1201171 1895272 2795800 1244196 2775160
179690,1550605 1086695 1717731 1201171 2579533
179744,2487208 479344 1550605 915508 2579533
180411,2750191 915508 365608 1550605 1201171
180693,1895272 1086695 2795800 1706622 2775160
180988,2047542 1244196 479344 2795800 931519
181348,1201171 1717731 2487208 2348573 1086695
181413,915508 2579533 365608 1201171 1717731
181536,2579533 1201171 1717731 2795800 2148901
181782,1550605 2795800 1244196 1201171 915508
182123,266412 1717731 2487208 1706622 2750191
182147,1201171 2775160 915508 365608 1717731
182605,931519 1244196 2047542 2775160 1717731
182959,2348573 1086695 1717731 1201171 2775160
