user_id,recommended_items
47387,1396688 617661 890726 1383920 881841
47475,1092821 1162250 343377 657183 2002097
47662,2241130 2034234 1626821 1290818 1332465
48463,2588758 553345 2099446 715978 2682328
48478,1998862 1828165 2778525 961740 823512
48675,2314169 1498369 2365168 2107649 2309306
48789,2165626 2051097 190325 1659407 256095
49239,1726380 1216431 1310205 2712821 1001431
49334,453607 516723 2280570 2061955 1515138
49418,343377 1984327 657183 1386412 1092821
49794,1367732 824407 2199144 560550 183174
50754,2784346 503355 47288 1861202 85154
50874,2503726 593816 1830651 2005093 1616391
51289,102006 39598 741480 1996291 2260494
51380,1597526 2002097 2698468 92714 1124313
51416,775484 107638 1971103 2630936 381727
51445,1840430 2710882 542825 2186158 2157670
51851,423759 2789705 1172012 57460 317785
52067,2698468 1287265 350611 1003954 497025
52207,2183922 1857507 1513537 2400469 1898849
52730,266412 1244196 72465 468120 343377
52831,1984327 343377 1386412 657183 536047
53121,2413494 1359640 2310855 2077469 1864789
53574,592559 186124 973448 2811200 925751
53638,1194598 1936328 720941 2435845 2113458
53677,2786340 758113 436574 522634 954356
53760,97392 2250299 850402 2396028 1956960
53874,882380 1164968 1874092 2159515 1834588
54382,1386412 2791339 1092821 657183 2277810
55261,2711318 1419600 1793593 2668025 584626
55358,1784135 2020029 2053679 558807 472594
55450,2747710 818080 638203 740200 2041935
55534,1382597 820582 657017 2458610 2076819
56110,612155 2336701 1093296 789804 767563
56216,468120 1679143 668146 2420135 2459081
56227,2049946 951920 1627875 1194436 2512414
56317,1438082 2002097 931519 562914 1092821
56439,1472192 2832662 521436 669552 1818718
57013,1069281 657183 2313894 266412 1386412
58197,1092821 1386412 1119495 2198329 536047
58250,1011848 2248769 967859 1254543 2492629
58548,2164654 1033588 22987 1646403 1957151
58600,1595372 47583 79531 278589 1244196
58624,2778525 1244196 2031981 42452 538069
58695,854455 1418725 269073 643791 333000
58784,661157 1655973 624461 141054 167849
58798,2078753 2301756 719706 2728995 1945407
58833,1695664 2698468 1519543 999151 942253
59104,1834588 2097556 1825175 1782499 1194598
59135,165162 2712821 2738174 659571 988691
59546,665194 2631964 472040 1928254 1130719
59782,2492753 211952 550345 1293648 2113478
59842,2791339 657183 2106311 2423978 2002097
60155,944507 1870216 1474679 2629756 808771
60471,1928254 656507 1540667 737275 2778525
60496,2630203 1344073 2037231 2012589 2705141
61016,1053542 823512 1244196 79531 2310939
61298,2778525 823512 1774879 1376427 287676
61873,533554 2656338 2230175 2681769 107638
62808,1640855 514499 852451 2635463 950994
62908,1162250 1443706 2796479 1244196 1984327
62914,1082898 360443 1393432 2263511 2048542
63061,1794685 1301316 636889 1499394 234084
63163,1347460 229279 191281 2060191 2432887
63322,2832110 1372937 2699201 1496888 2763004
63597,952835 568926 1662460 1549598 551111
63753,1857507 1120107 2215849 1218572 2183922
63872,2562177 2084657 2414494 597952 2522661
64303,657183 784737 1386412 343377 1984327
64930,2707301 2760975 333000 2641183 2716420
65592,723096 967007 665194 2348229 2371498
66592,1995511 590874 1098890 2169759 2299554
66908,789181 461881 44317 2809621 1169446
67173,701000 1173526 1824527 1931528 261467
67354,2501141 606906 1187250 1867675 2778662
67659,1244196 1854085 1287265 2031981 2466095
67705,457843 1878292 2770160 1277973 1820087
67752,2127587 2202852 1097139 1902923 617666
67939,349653 2451675 696169 1359930 244633
69088,542690 334552 2323055 2215289 1260179
69418,2521535 2183288 1140869 1570153 650449
69428,665194 1928254 967007 723096 2371498
69757,183374 1900952 2484384 1259382 1502243
70134,1386412 657183 1092821 784737 2002097
70534,2311396 1238374 710645 2348230 567126
70547,1155556 1794685 59721 1755502 1499394
70649,2466095 1780771 1854085 468120 1069281
70855,1549837 1051740 2265526 2258655 2746839
71226,2409634 1140869 2414119 1928254 2170079
72027,2353541 2049946 612155 2336701 522659
72461,2348573 457843 2625619 399435 415358
72570,18872 1240553 2778525 2378684 761082
73454,2453690 2127465 1353323 2470569 411796
73471,2034234 1626821 447657 432517 2412878
73525,1372395 918665 2785201 1947468 867559
74032,1606296 586165 2768653 1098253 2761431
74663,1788462 839657 39498 196678 1413621
75611,882543 1376058 291669 1835742 215982
76103,731 1780684 1391673 2011456 116763
76608,900362 1420246 1533796 1229323 1155565
76720,238571 2501356 1432568 1619659 2594163
77440,2060647 1413065 1453795 2598110 2235398
77641,1244196 1069281 2796479 784737 1047625
77738,1301316 483205 1466334 2650926 2198329
77942,1052544 129918 2650078 888312 2129169
77992,1637070 1859233 1533837 1552525 1171271
78016,1398399 876945 2235265 1126753 2086041
78100,650449 1465161 2521535 2118847 952102
78298,1843536 1618031 2620343 886547 1033327
78784,770613 265522 714105 2733672 2588441
79349,1841756 2296112 2457005 262552 1390003
79426,1390420 1094501 2476293 252019 1120107
79738,1149548 1012298 46507 1834362 2821965
79802,1140869 1619241 278589 1928254 47583
80026,2586497 2593483 657183 1244787 1386412
80113,496698 705705 2536313 1241533 702267
80743,2032725 1173310 1069281 278589 2313894
80933,1233361 1663143 2254905 2502857 839008
81213,1140869 1521292 1244196 278589 536047
81342,2090363 290587 2220908 35677 2097556
81375,682767 1801603 2664120 2159555 2753850
82204,291669 1907046 244777 1752047 955572
82500,2299750 161801 882761 1236845 2743148
82645,186124 499178 2088166 1874092 1849280
82778,257339 2778525 2310379 2548274 1040073
82848,1829851 2774613 1864363 1420549 1568942
82953,266412 657183 1679143 1244196 2796479
83200,1776696 499178 2348573 2251758 1407200
83840,1092821 2593483 2654710 2413494 2156629
84028,278589 1325341 1686458 1140869 2002097
84579,1714427 1179482 1036569 395437 408560
84814,2216316 535271 1511663 2154094 1285182
84989,876529 1844001 816307 302727 1376234
85006,1836672 168502 933959 1362042 1183354
85011,2642889 1884645 969775 1350991 207426
85432,118115 2136354 1195481 328267 1952917
85921,2614865 445231 1047625 194318 2215624
85958,567387 2752722 2453836 2152649 1015756
85991,536710 2278924 117372 1189720 1181878
86194,16356 2637434 2734492 979877 2264926
86285,668146 2459081 1047625 2680669 2796479
86316,2014155 931252 1254986 2482754 1727241
86856,1720782 2389595 2622472 639290 1292698
87127,140830 786038 2601376 1188183 2260270
87569,499178 186124 1776696 2632099 1074013
87622,1140869 2024094 984114 134458 1928254
87629,472040 723096 665194 1386412 967007
88090,2677082 162073 347954 2085803 116922
88699,357345 2405262 1164968 2500091 2093466
89595,2243906 228922 2142637 2411858 2832536
89700,300053 535530 1672383 409934 1669539
90134,2124560 462493 2171176 2768923 986175
90275,278589 1140869 1886939 794156 2752423
90552,1751372 1373134 190851 2447333 574342
90609,1165605 2024094 1189146 1283135 794156
90615,1244196 2625619 657183 784737 1162250
90733,1492887 562726 1898849 98202 1857507
91295,2546303 1294034 1689895 1061263 2825431
92019,770613 2672526 1056667 2552884 2111288
92182,1917906 2256611 376531 557297 677711
92343,2650926 1652258 317172 1171271 2652417
93312,1162004 2148032 1562313 1462999 2713114
93887,2182289 459760 2138292 1695664 1497556
93930,2763004 2258655 1496888 767198 973863
94336,2570264 2054897 708734 1290281 1772350
94417,2002097 1386412 2593483 2791339 784737
94548,1333359 2201955 2256614 2555067 847234
94665,2088166 2699781 533554 619132 2716169
94805,2796479 657183 1069281 784737 1443706
94918,367278 1434291 2512134 230632 2501297
94945,1817563 731332 794297 618737 1416591
95321,2466095 2031981 410414 569889 2280960
95619,1514786 2358785 2348775 2078789 2573760
96109,1386412 1162250 2002097 2090363 784737
96164,2086041 671359 2760857 882543 1240553
96187,1244196 657183 2620827 1920047 1069281
96756,2324846 1516995 1942406 2668387 190606
97135,429123 2219078 2157347 2167980 1867675
97204,2595899 986700 364509 1288592 2597076
97375,244777 986950 291669 1907046 1590432
98005,1967674 1058822 2565156 1545735 367427
98174,2201773 1083294 907232 857597 1234223
98287,129847 1244196 243570 266412 2506235
98458,1797481 1206667 2259324 292139 1544614
98716,2348573 660656 2200859 1608366 2396714
99109,16224 823512 1007911 2119782 2041285
99155,332313 2773641 1634357 1586999 561095
99208,1636910 1165605 1765833 1159573 830372
99598,2759928 1500316 335956 1741180 999798
99751,1331898 1287323 1066450 547724 1462585
99972,1538496 226749 2232458 1021927 1079601
100399,508531 1152752 964496 1240730 200351
100521,36302 812068 1196981 1728143 1727241
100803,143830 554226 1025299 612155 278589
101222,2635038 535530 1519543 226371 43746
101236,2813646 1794685 2427786 436637 723777
101276,1142139 219154 947360 321612 1130719
101454,428736 2758462 2120393 1330401 316689
101666,650831 2031981 657183 1443706 1776330
101774,2477038 2657497 650449 104283 801479
101857,2715741 1261256 1306942 1151272 2117860
102002,998232 1872810 1436164 2729779 2083394
102545,1754173 1812803 437971 561169 2157027
102885,1749097 1472220 1187287 447985 2271101
103027,2127017 1423037 1935754 1734195 1529488
103310,1959710 323630 1143278 1286605 2621248
103669,2791339 343377 288342 1460626 1777889
104001,1047625 1069281 266412 657183 1679143
104796,1417876 1276567 286824 964898 640407
104965,1629741 931519 2353766 2471983 505157
106202,1174630 2706575 863266 167519 1428413
106391,1288592 986700 1994280 2005093 976139
107447,895087 312101 2241315 1125071 2745120
107528,2803305 2317069 2570454 987162 882543
107952,2004205 844861 1298849 2218464 303411
108109,2778525 1092821 784737 1244196 2002097
108891,300450 1620901 2578024 12006 1849816
108961,2382912 141509 1841640 1414122 833298
109308,1386412 47583 1830993 360955 687292
109548,1443706 1502840 2313894 1695664 2103306
109646,882543 2625619 2705759 2086041 1835742
109809,1948918 1637441 1103236 2072492 1625624
110004,408209 2271101 2080276 1878823 1123270
110221,2346410 750671 2250937 1730302 2532887
110636,2142637 2236130 607851 2707691 1995736
110951,1519181 1079601 226749 617848 1517658
111479,295304 658138 1137922 914102 623544
111602,1648491 213839 579230 1090018 2450694
111836,1964538 2218886 563202 401515 1864789
113405,2778525 823512 287676 1376427 1053542
113510,1096406 657183 2117630 300053 1913692
113784,578684 12160 2319886 2454281 1957948
113942,2521535 445302 1150956 1349908 1079601
114764,546243 1256874 69520 429608 2415611
115337,823512 2660436 1244196 2545674 42452
115389,1048552 2695791 550947 1056488 1465787
115642,639542 959837 2669570 2778201 2384640
115791,2466095 2031981 569889 595394 1775761
116228,2038621 970015 1103049 780790 882761
116670,1326656 1651430 2825827 1838433 1007361
116847,1053542 2778525 823512 1129899 1156803
116871,2414830 412368 2778525 153323 278589
117095,1679143 2459081 2680669 468120 2781618
117355,394095 378726 1028918 1536621 878413
117952,2791339 2106311 657183 830073 1162250
118118,844416 1165223 55199 931519 1830993
118326,329308 1000266 796430 765369 2759789
118441,2547974 1915573 184482 1311146 2166839
118743,1774071 315406 1746915 1783191 1044527
119429,1754173 604808 2791278 2194432 386410
119526,826983 1230223 2056638 740285 2569712
119952,2420135 2680669 1047625 1953846 2781618
120436,1447547 2255841 2312162 2002097 2164559
120617,1338810 79531 1092821 1108512 1069281
121169,2155612 216920 2002097 18872 141176
121312,2050227 276031 322323 2015506 1624781
121482,1808280 2712481 2501356 1317915 2594163
121594,1576126 2796479 1247117 1953846 1641047
121611,657183 536047 343377 1053542 1386412
121662,291669 2086041 1244196 2235265 2200859
121757,470079 781044 2176557 1295570 2000569
122086,629136 502139 943130 1106691 2164477
122087,1162250 343377 784737 1984327 1443706
122260,509306 345430 1700653 2454381 1222747
122394,349833 567408 1683587 2690105 270556
122653,2334603 642488 1963442 1401471 536381
122688,325258 1356817 699006 446867 2786957
122826,1206594 1838961 416609 1920764 1431191
122862,2001545 1251864 2538793 948208 180564
123738,1883195 1985056 1948399 987071 761569
123936,479851 257339 2310379 1040073 1195890
124188,2778525 823512 1053542 1640028 2660436
124399,357532 381720 1171271 1386412 1081673
124663,720941 1867675 2219078 1194453 1194598
124833,1042848 1303869 1981951 1848376 1770610
125035,2584256 1768483 1843536 1355739 2084369
125163,830073 401833 675129 1159981 910204
125183,1514815 2275702 1982016 760411 130558
125749,336136 807419 147992 373206 2255935
125921,1510306 1124660 1301365 1906528 2235398
126548,1860035 2303808 2002097 147895 1140869
126643,2413494 1878737 1092821 750426 2104408
126771,1242418 2572476 1741651 2053198 1241464
127238,2416476 2321442 2251704 2480706 572617
127260,949723 2295019 1882410 2148267 2779959
127289,569889 2031981 1181698 1076904 410414
127607,810121 2253228 499178 1164968 2693538
128258,35677 968024 1520888 1224460 1735925
128444,2636095 1876513 1717731 592559 1837308
128892,1588612 2303808 1773768 1140869 2313894
129287,340121 557005 2625619 1407200 1086695
129582,2665644 2608751 2277811 2615257 2232624
129765,710727 2391945 1447547 2364286 2640781
130419,1605560 1461722 1733639 1525639 996526
131287,468120 1679143 1695195 692994 1042335
131400,931519 1694879 313851 277403 2462072
131843,1244196 2215624 2734883 625711 1092821
131876,2778525 1244196 823512 1053542 1140869
132162,1830993 278589 287676 972388 1041709
132303,723096 665194 794156 2348229 2506235
132458,1459471 839008 657183 536047 1499980
133042,59567 1671781 357858 664240 2230624
133480,542603 2756545 1166530 813510 1147470
134993,933760 962944 1454687 2335769 739540
135249,1999613 270673 86455 663635 1478910
135647,2543583 2127112 2715811 2699888 2040698
135701,317172 2750191 1079784 2148901 1664453
135905,657183 1092821 1443706 2791339 1162250
136018,321197 1164312 664949 1857292 1604145
136346,707286 1193409 1906068 2761397 317396
136526,1584138 1284889 827852 1320392 1928254
136595,162451 2771199 3236 1453861 749431
136741,1519807 623544 1299396 2243184 2328702
136883,2031981 2466095 1181698 1854085 266412
137168,1890132 2819992 2007840 1147481 2401093
137251,1974596 2199144 1391091 37004 1563420
137295,2778162 1001431 622008 84155 2182484
137522,243570 2734883 2024094 269926 1165605
137940,1295792 912478 2617657 1721435 2280150
138017,261467 1173526 1518374 1812156 173043
138722,1244196 1165605 2698468 1664453 657183
138977,1250084 228825 2263592 314700 1687167
138982,220889 2625619 77356 2712481 1754448
139306,1317915 90273 2750191 1290875 238571
139725,695332 715272 1437184 823512 2119782
139968,1085629 936454 1265391 2679781 2533908
140225,2300595 2784642 1021972 1302933 871141
140830,557005 1407200 340121 209611 712901
141431,2798200 2613381 1701736 2648060 920809
141434,1774879 42452 2424693 1038209 982359
141654,1228633 1241389 2672208 2681028 2556498
141923,300053 1300183 2512414 2501356 1519543
142537,663310 169886 1573829 698344 1715206
142751,1330328 2625619 2705759 2218230 1056667
142825,973448 7538 186124 1735586 13329
142969,265522 1508077 2552884 2394612 620865
143178,2173782 1792166 2098805 1060092 2108842
143537,272883 1941772 1303892 2548274 257339
144144,333993 286278 2014172 140225 1064821
144191,227314 1284451 133593 1433930 320601
144636,777285 652421 1893587 922368 1485690
144643,1053542 1244196 2097556 823512 1241609
144750,963327 1085691 624264 456839 2347351
145381,862860 1419873 1575155 122755 1309786
145533,2117401 422508 901685 515301 2337857
145734,1053542 2778525 2466095 823512 1477734
145853,18121 1392400 2444635 1208817 223623
146193,1214056 26638 1595121 1268927 1523343
146199,1828649 1867675 2280352 2738695 1695195
146286,1544462 2015506 464684 644489 287572
147516,2228294 120395 700812 1227036 710280
147664,245823 751897 2006993 871847 479980
148342,1624781 755642 67066 697373 1402854
148749,1906071 2770160 457843 422888 2770468
148981,1355739 459760 999151 1317915 473820
149198,2198210 269945 921677 2361413 2696173
149616,632117 1066190 312131 169470 301671
150039,2385436 717127 1477734 1694879 1119926
150057,144549 2709576 687732 1363485 2833516
150611,568586 551066 2553566 1292577 547298
150721,1513065 882552 2532514 1468635 1845984
150852,759844 694368 519241 646675 997790
150854,638712 2462072 1021927 931519 984924
150858,1113937 158526 1586072 2353116 604278
150949,1984327 2106311 657183 2791339 343377
150980,1393293 1326714 410048 2812822 336977
151024,1006232 454939 1081513 2001101 477560
151528,494504 2086265 799322 712901 2589086
151666,2264290 425836 1140349 1516776 2398985
151707,2298488 341086 1557242 1968773 1834588
152067,2391945 920520 2312162 604795 2255841
152831,1132612 2165626 2471602 1747233 2277810
153486,1563169 2040540 2276118 759027 148839
153970,777911 2506235 854955 1140869 2024094
154279,1217373 1550605 105999 2466179 321197
154525,2580699 196631 2250937 1190868 821234
154692,2721344 1646164 18872 320074 1913558
155196,2310727 2545108 795629 276551 1269579
155704,859242 1114032 2548274 479851 2310379
155734,1797670 2071036 167754 1525328 318002
155750,1443706 1244196 2712481 2698468 1069281
156207,2627099 2503266 35677 2429998 1088987
156682,1056667 1262409 343377 682915 499178
156731,1334696 2421094 702653 1558205 999108
156890,135841 1197333 432717 1633370 462304
157018,882380 445302 2159515 2358399 1834588
157347,2637434 1499394 310141 979877 2778662
157372,657183 784737 1695664 1162250 1092821
157411,1928254 472040 1368635 665194 723096
157436,278162 291669 1669749 2166540 2590469
158275,983396 1652990 594200 68392 400455
158445,2720229 344584 468525 2438195 85184
158466,548067 926150 1003471 237305 1597791
158759,788858 337927 2132764 1950458 63688
158786,701000 261467 243727 422888 2494962
158919,52660 174781 590819 2536077 2118911
158944,2412121 1072432 145815 1913706 2704123
159617,2770160 2750191 399435 1432568 1754448
159701,1932410 1252104 1164027 1672211 2537669
159921,1216431 702963 1619669 2415538 2830138
160502,2458122 1940000 233103 630535 1206499
160533,12498 1627431 408876 2076941 2108935
160623,2703463 1991067 639892 376531 1081656
161242,538069 389610 872187 1053542 1774879
161521,2037855 2086041 266412 657183 343377
161612,2353541 2391945 522659 920520 107638
161662,2380370 1212273 789578 2172934 1376433
162063,2778525 1373048 823512 1146589 1640028
162457,839008 288342 683831 1404301 389334
162510,1509637 670600 2336701 554226 937049
162529,1140869 1244196 278589 536047 1198635
162564,2331715 2232458 1314280 1057453 2745021
162646,1124864 2398820 1104995 2007476 1364977
164126,1550071 950932 1502331 598308 1855605
164502,562726 2600575 1052097 1426791 2476293
165095,1173526 1931528 2494962 243727 1812156
166047,777282 372015 1765904 1909417 1057453
166280,657183 266412 1069281 1443706 1386412
166546,2423893 667505 1576126 1988490 1048520
166998,147908 1522487 941986 1615763 282824
167169,2635038 2521990 1519543 691437 1841463
167292,325294 47583 1140869 2024094 2209141
167793,1262181 2564608 2054497 1898953 812479
167910,1244196 784737 657183 79531 1069281
168003,1501048 1369814 2282915 2328018 810659
168241,823512 2778525 1183354 189171 1053542
168452,2470778 2228294 1227036 1712984 1215287
168573,1749097 1318531 479454 414543 620865
168880,2822730 790953 2229262 2624498 2433475
168971,813445 2739938 2821817 1407138 628588
169437,399598 278589 650449 454732 1754760
169786,1576126 1679143 2420135 1244196 2459081
170008,229304 2419510 2043929 2712481 2323802
170333,153323 1328888 2096789 1966003 1460410
170601,1244196 1047625 468120 1679143 657183
170611,182754 1087072 1497519 194241 2822479
170666,625711 2734883 1636910 1695664 2712481
171078,1742166 1818553 454785 826983 2126579
171152,50489 926449 2365266 476469 1180757
171375,2435845 1543175 105999 1550605 1130730
171516,2031981 569889 1181698 1287265 266412
172325,1317915 1664453 1619659 2496236 1808280
172413,1173526 2494962 1812156 261467 243727
172636,1022165 1040078 2085237 186983 1070455
173125,2459081 1679143 468120 650831 1953846
173245,1224811 1436498 2268400 782889 1442073
173555,33156 1877427 988140 559604 1958084
174181,1386412 306921 541766 1410585 808771
174608,1756743 2474065 1976901 2491700 1550830
174882,38141 1934421 480198 2497510 2380370
175027,2719729 1503597 2117618 2539405 477856
175162,2258594 562251 2614566 829349 2450133
175344,2297807 2302683 1754395 234084 1695664
175369,491158 2222851 2277351 2069435 2711823
175546,2593483 933025 1386412 576426 1717731
175644,2268052 77575 2049946 1659407 161269
175696,2533314 1414122 2470216 109931 1065006
176268,3459 115485 2819657 2058119 1753570
176638,1574295 964898 436574 461272 766060
177089,2275330 1192100 2668891 60363 1148516
177373,2547597 288342 1212118 1729705 1802557
178074,980154 1753570 901166 1663821 2629756
178588,266412 657183 2031981 1443706 1386412
178902,35677 173221 1680209 1048527 1593260
178946,3008 1686571 1843411 657183 2590469
179637,1303564 2458178 2499650 1485134 687353
179690,823816 1825202 879156 1671183 583560
179744,2730788 1094985 2530342 2700264 2438195
180411,64807 905422 200976 2515155 2402466
180693,1092821 1386412 2791339 2198329 536047
180988,1884979 103937 1118968 2038642 762224
181348,1295570 2712821 2109924 1747233 335428
181413,1162250 784737 1244196 72465 343377
181536,1198429 1887309 1730546 2163040 2054845
181782,2466849 794365 2232446 1586072 2450694
182123,1646680 747434 1148573 138422 951035
182147,766086 381947 1289855 1244217 1789645
182605,1576126 2325510 1809836 1679143 1953846
182959,1240553 18872 784737 2778525 830073
183367,665436 1444225 503091 2311337 2614851
183704,1421702 1771620 968461 890189 1787441
183959,784737 1162250 1443706 2313894 343377
183987,723756 2384418 272374 941928 319873
184048,1934991 651853 186747 2077328 2722870
184787,345350 1442170 653600 795629 2512904
185441,1238430 1888366 2018408 2366062 1205778
186401,2204352 1762991 2564608 859242 1658400
186899,1777889 2371142 2512859 2181794 543296
186960,2788209 2274555 123690 808975 857597
187284,2125465 1967426 601300 1434678 2791339
187935,2417933 1541196 1196133 1329008 2335545
187991,2659698 140189 2564889 2538357 1549598
188190,955572 986950 2411210 1103848 1706517
188906,604795 2391945 2312162 1447547 2255841
189264,161945 2487370 1687644 1127309 465997
189295,436574 2050227 766060 2380717 276031
